Amount,PersonID,FamilySize,Distance,Duration,DirectVisits,OnlineVisits,Quantity,NumberofFrequentItems,TransactionMode,Area,Occupation
3812,C4179,3,7,321,16,15,5695,14,1,Area1,1
3719,C4181,2,8,468,14,14,2143,14,2,Area1,1
5125,C4196,2,8,421,19,19,350,19,2,Area1,2
4529,C4210,3,5,434,21,16,1120,18,2,Area1,2
3000,C4225,2,5,257,15,14,1327,15,2,Area1,1
5102,C4226,2,5,366,15,15,2,0,2,Area1,1
8302,C4230,2,6,397,27,26,398,17,2,Area1,3
3069,C4231,3,6,427,16,16,3137,16,2,Area1,1
6594,C4232,3,9,290,13,14,115,0,2,Area1,2
11966,C4233,2,6,365,30,30,815,23,2,Area1,1
3500,C4238,4,8,397,18,14,2348,18,2,Area1,2
3313,C4239,2,6,285,15,13,1305,15,2,Area1,2
5756,C4252,3,7,372,19,18,1323,15,2,Area1,1
2688,C4256,2,7,272,12,11,1226,12,2,Area1,1
3563,C4257,2,5,167,25,20,628,25,1,Area1,1
4937,C4258,3,10,354,9,7,22,5,2,Area1,1
14479,C4259,3,7,405,29,29,4090,18,2,Area1,3
4063,C4263,3,7,407,15,15,830,15,2,Area1,2
4125,C4264,3,8,153,20,15,729,20,2,Area1,3
2848,C4265,4,6,224,13,11,1633,13,1,Area2,3
2625,C4270,4,8,368,16,12,705,16,2,Area1,3
5189,C4276,4,5,443,24,22,7346,22,2,Area1,3
2875,C4278,3,6,451,21,15,779,21,1,Area1,2
4031,C4279,6,6,377,21,18,4156,19,2,Area1,2
5563,C4282,2,8,350,15,15,1303,15,2,Area1,3
7500,C4286,6,13,456,19,18,1033,13,2,Area1,1
2967,C4287,3,5,367,11,10,1644,8,1,Area1,2
5149,C4291,2,5,395,9,9,80,0,2,Area1,2
6249,C4300,2,6,352,27,24,2042,23,2,Area1,1
3438,C4309,4,6,389,25,17,475,25,2,Area1,3
2688,C1101,3,8,210,11,11,2344,10,1,Area1,2
3375,C1103,5,5,424,18,18,1059,18,2,Area1,2
3063,C1108,3,8,404,13,12,1488,13,2,Area1,3
4124,C1109,5,9,420,20,16,2743,16,1,Area1,2
3126,C1112,4,9,167,17,17,1961,17,1,Area1,3
3623,C1119,3,7,211,7,7,428,0,2,Area1,3
4626,C1125,3,7,427,16,16,3781,16,2,Area1,2
3500,C1126,3,8,351,5,5,182,3,2,Area1,1
5125,C1130,6,7,444,26,26,7766,26,2,Area1,2
4324,C1137,3,7,444,17,16,6519,12,2,Area1,2
3188,C1138,2,6,314,10,10,154,10,2,Area1,2
2668,C1141,2,6,321,14,10,555,11,1,Area1,1
3000,C1144,5,9,382,12,12,1656,12,2,Area1,2
2943,C1151,2,6,363,15,11,1693,15,2,Area2,1
3056,C1152,5,13,411,16,16,608,16,2,Area1,1
5151,C1155,2,7,466,16,16,925,16,2,Area2,2
5020,C1156,3,7,368,13,13,398,13,2,Area2,2
3487,C1157,3,6,364,19,14,1179,16,1,Area1,2
2688,C1159,5,12,384,12,12,527,12,2,Area1,2
12400,C1160,4,9,377,41,40,3648,41,2,Area1,3
4187,C1161,2,6,379,7,7,266,5,1,Area1,3
2563,C1164,3,5,427,15,15,356,15,2,Area1,2
3566,C1172,3,5,434,15,15,1085,15,2,Area2,3
4883,C1175,3,5,273,14,14,107,14,2,Area2,3
2627,C1179,2,5,376,7,7,7259,7,2,Area2,2
7941,C1182,2,15,173,17,17,402,17,2,Area2,2
3627,C1183,2,5,239,11,11,475,11,2,Area2,3
3553,C1184,3,7,194,19,19,1248,19,2,Area2,3
2715,C1185,3,5,368,6,6,334,6,2,Area2,2
2702,C1190,3,7,299,10,9,1080,10,1,Area2,2
2834,C1194,3,6,231,14,14,344,14,2,Area2,2
3110,C1196,3,7,455,8,8,3389,8,2,Area2,1
2531,C1197,2,8,397,13,13,682,13,2,Area2,2
4481,C1199,2,5,467,14,14,1886,14,2,Area2,1
2787,C1204,3,6,461,12,12,1012,12,1,Area2,2
8963,C1207,3,7,465,28,28,9554,28,2,Area2,2
3684,C1209,2,4,456,14,14,6554,14,2,Area2,1
2522,C1213,3,7,224,11,11,1912,11,2,Area2,2
3852,C1217,3,9,341,14,14,1621,14,2,Area2,1
4913,C1222,2,6,257,26,26,888,26,2,Area2,2
2649,C1229,4,6,406,16,13,2390,16,2,Area2,3
3728,C1230,4,11,372,19,19,2258,19,1,Area2,1
2929,C1231,3,5,356,9,9,1349,9,2,Area2,1
3123,C1235,2,7,406,10,10,1474,10,2,Area2,2
4433,C1237,3,5,423,12,12,3598,12,2,Area2,3
3489,C1242,2,5,399,15,12,28,15,2,Area2,2
2834,C1243,4,11,368,13,13,495,13,2,Area2,3
3668,C1245,2,6,399,20,14,536,20,2,Area2,1
4453,C1246,2,6,384,11,11,531,11,2,Area2,3
2994,C1248,2,7,420,14,11,1365,14,1,Area2,3
2931,C1250,2,7,333,10,10,940,10,2,Area2,1
3992,C1251,2,7,255,11,11,3509,11,2,Area2,2
2822,C1252,4,7,470,9,9,2264,9,2,Area2,3
2530,C1253,3,7,374,7,7,1071,7,2,Area2,2
2953,C1254,3,9,366,13,13,2354,13,2,Area2,1
3307,C1260,3,6,395,18,11,1455,18,2,Area2,3
4195,C1269,2,9,181,18,18,3104,18,2,Area2,3
3135,C1273,2,6,403,12,12,509,12,2,Area2,1
3200,C1279,2,6,207,9,9,1207,9,2,Area2,3
3210,C1280,3,8,443,10,9,1383,10,2,Area2,3
2843,C1281,2,5,368,5,5,1530,5,2,Area2,2
3048,C1289,2,5,454,10,10,548,10,2,Area2,2
3318,C1292,2,6,133,12,12,2737,12,2,Area2,2
5010,C1295,5,12,101,17,17,346,17,2,Area2,3
2802,C1297,3,9,119,10,10,852,10,1,Area2,2
6511,C1301,7,9,460,24,24,3483,24,2,Area2,1
5215,C1302,4,9,382,19,19,812,19,2,Area2,3
7509,C1307,4,15,468,19,19,14402,19,2,Area2,2
2930,C1313,4,6,373,13,13,741,13,2,Area2,3
3049,C1314,3,7,184,11,11,998,11,2,Area2,3
2617,C1315,2,5,419,9,9,46,9,2,Area2,3
2891,C1317,4,6,462,12,12,5771,12,2,Area2,1
11739,C1320,3,6,320,41,37,3377,41,2,Area2,3
3942,C1324,2,5,463,10,10,1978,10,2,Area2,2
7017,C1325,2,4,402,19,19,4948,19,2,Area2,3
2646,C1329,2,6,362,10,9,459,10,2,Area2,2
2830,C1330,2,7,309,14,14,108,14,2,Area2,3
2692,C1331,2,8,404,7,6,405,7,2,Area2,3
7827,C1338,2,7,462,21,21,2863,21,2,Area2,2
2565,C1339,3,8,187,9,9,859,9,2,Area2,2
2517,C1340,3,5,468,10,10,1969,10,2,Area2,1
3362,C1347,4,13,460,11,11,1503,11,2,Area2,1
3608,C1348,2,6,349,11,11,665,11,2,Area2,1
4784,C1353,5,9,178,13,13,2329,13,2,Area2,1
2981,C1357,3,6,419,10,10,3599,10,2,Area2,1
4269,C1363,3,5,458,14,14,2982,14,2,Area2,1
4035,C1365,2,6,467,15,15,1787,15,2,Area2,1
3185,C1366,4,18,195,12,12,532,12,2,Area2,2
2605,C1369,5,7,440,9,9,1584,9,2,Area2,2
4741,C1371,3,10,457,18,18,4059,18,2,Area2,2
2804,C1373,4,7,367,6,6,3283,6,1,Area2,2
3710,C1376,3,6,453,12,12,2476,12,2,Area2,1
3702,C1383,3,8,236,12,11,686,12,2,Area2,1
2844,C1385,3,5,137,12,12,727,12,2,Area2,3
2776,C1391,2,5,292,10,10,70,10,2,Area2,2
3151,C1393,4,13,374,12,11,778,12,2,Area2,3
4055,C1402,3,6,344,15,15,4142,15,2,Area2,3
4539,C1403,3,6,137,15,15,1131,15,2,Area2,3
3464,C1406,2,8,332,18,18,597,18,2,Area2,3
2588,C1408,2,6,463,6,6,662,6,2,Area2,2
3105,C1417,2,6,261,9,9,2095,9,2,Area2,3
2651,C1418,3,7,461,12,12,671,12,2,Area2,3
3340,C1419,3,6,460,16,16,3942,16,2,Area2,3
2646,C1423,3,19,103,8,8,3607,8,2,Area2,1
3400,C1424,2,5,301,7,7,375,7,2,Area2,2
2658,C1429,3,6,423,13,13,1238,13,2,Area2,3
2958,C1432,2,5,228,8,8,1625,8,2,Area2,3
3542,C1433,3,4,406,10,10,3500,10,2,Area2,1
2616,C1434,3,20,306,9,9,1614,9,2,Area2,3
3463,C1435,4,13,304,9,9,783,9,2,Area2,2
3576,C1441,4,20,451,11,11,1084,11,2,Area2,1
4491,C1446,2,5,433,17,16,4002,17,2,Area2,3
2850,C1451,3,7,444,7,7,1782,7,2,Area2,2
2907,C1456,3,6,427,13,13,826,13,2,Area2,3
14557,C1457,2,5,450,51,51,5039,51,2,Area2,1
2555,C1460,4,11,410,13,13,1513,13,2,Area2,2
6072,C1462,2,6,396,17,15,1224,17,2,Area2,1
4299,C1468,3,6,353,10,10,710,10,2,Area2,3
2900,C1473,3,7,320,14,14,1461,10,2,Area1,1
3813,C1475,3,7,183,12,12,456,12,2,Area1,3
2750,C1486,3,6,384,20,15,146,20,1,Area1,3
4125,C1496,3,6,332,26,22,1558,26,1,Area1,2
2563,C1497,4,7,260,14,14,1689,14,2,Area1,3
2920,C1500,3,5,307,9,10,2860,8,2,Area1,3
3250,C1502,8,15,227,12,12,2669,12,2,Area1,3
3188,C1508,3,5,365,18,18,1449,17,1,Area1,2
2563,C1510,2,8,250,13,13,165,13,2,Area1,2
3759,C1517,3,8,327,12,12,197,1,2,Area1,3
3262,C1518,3,5,394,14,14,2326,11,2,Area1,1
4374,C1520,2,6,312,3,3,0,0,2,Area1,1
2938,C1522,3,8,286,16,15,1896,16,1,Area1,2
2500,C1524,3,8,205,12,12,4839,12,1,Area1,3
2875,C1527,2,6,409,12,12,1291,12,2,Area1,1
5081,C1530,3,7,390,25,23,1133,22,1,Area1,2
3375,C1534,3,8,225,13,13,1423,13,2,Area1,2
3760,C1535,3,8,285,12,12,1798,12,2,Area2,2
2875,C1540,3,5,407,11,8,1742,11,2,Area1,1
5688,C1545,2,5,350,24,24,1969,24,2,Area1,3
2688,C1549,5,6,353,22,12,332,22,1,Area1,1
3146,C1552,2,10,328,5,7,0,0,2,Area1,2
4126,C1553,4,10,226,18,18,2209,18,1,Area1,2
5656,C1560,2,6,297,22,16,1076,19,2,Area1,3
2750,C1564,4,8,235,11,11,384,11,2,Area1,1
2813,C1568,2,6,319,14,14,557,14,2,Area1,3
2625,C1569,3,7,331,8,8,5887,8,2,Area1,3
3187,C1574,3,10,400,20,12,796,16,1,Area1,3
3456,C1583,2,6,454,14,14,1237,14,2,Area1,2
5218,C1594,3,7,441,25,21,1680,25,2,Area1,2
3312,C1596,2,9,180,14,14,1592,13,2,Area1,3
3000,C1597,4,10,112,18,15,378,18,1,Area1,3
2563,C1601,2,6,454,8,8,2276,8,2,Area1,1
2655,C1602,2,6,336,8,6,45,4,1,Area1,2
3063,C1605,3,11,359,12,11,870,12,1,Area1,3
3138,C1606,2,6,239,24,17,120,24,1,Area1,3
2837,C1607,2,6,206,8,8,113,5,2,Area1,3
7326,C1613,3,10,370,22,20,1432,11,2,Area1,2
3088,C1617,2,7,387,15,14,1809,15,2,Area1,2
5125,C1618,3,7,419,23,21,3298,23,1,Area1,2
6780,C1629,3,8,410,26,17,813,20,1,Area1,3
4844,C1643,2,7,282,15,14,1035,14,2,Area1,2
3188,C1646,4,12,126,17,14,1233,17,1,Area1,1
3200,C1648,2,7,322,12,9,1358,11,2,Area1,3
2875,C1650,3,9,354,12,8,1678,12,1,Area1,2
3560,C1652,3,7,145,3,3,393,0,2,Area1,1
2625,C1663,3,8,205,8,8,604,8,2,Area1,1
7375,C1673,2,6,404,27,27,1362,27,2,Area1,2
2813,C1675,4,10,398,12,11,282,12,2,Area1,3
2688,C1679,3,7,337,14,14,987,14,2,Area1,2
7274,C1683,3,7,193,29,30,1352,24,2,Area1,1
2750,C1699,2,7,241,22,13,358,22,2,Area1,3
4747,C1701,3,5,459,18,16,1450,15,1,Area1,3
9938,C1702,3,8,390,10,16,2428,4,2,Area1,2
3500,C1706,2,7,129,11,11,86,11,2,Area1,3
3250,C1707,3,9,438,20,16,1390,20,2,Area1,3
5063,C1730,3,6,373,18,19,2336,17,2,Area1,3
3624,C1731,4,7,393,2,4,3367,0,2,Area1,3
6938,C1733,3,9,350,33,24,895,33,2,Area1,1
6100,C1736,2,5,447,17,17,1256,10,2,Area1,1
3313,C1737,4,8,161,12,12,960,12,2,Area1,2
6223,C1738,3,5,418,22,23,1696,13,2,Area1,1
3513,C1743,3,8,237,11,11,465,11,2,Area1,2
5499,C1744,2,8,335,7,7,0,2,2,Area1,3
3498,C1753,6,13,220,6,7,237,0,2,Area1,1
5137,C1759,4,6,456,15,15,1657,11,2,Area1,1
5812,C1760,3,6,419,22,23,4224,20,2,Area1,1
10624,C1763,4,7,358,15,16,623,11,2,Area1,1
6500,C1765,3,6,191,15,15,3032,15,2,Area1,3
2824,C1768,3,8,449,10,9,2485,6,1,Area1,2
4588,C1772,4,8,123,21,21,797,19,2,Area1,2
6250,C1780,4,7,183,35,29,765,35,2,Area1,3
2500,C1788,2,5,385,11,11,24,11,2,Area1,3
5750,C1795,3,7,358,11,10,2360,7,1,Area1,1
3123,C1799,3,6,369,12,12,522,3,2,Area1,1
2956,C1805,2,7,235,8,8,778,8,2,Area2,1
5375,C1816,4,9,359,19,19,2956,19,2,Area1,2
9181,C1820,3,6,419,34,29,10048,34,2,Area1,3
2563,C1824,4,6,404,16,11,1103,16,2,Area1,1
2688,C1832,2,5,181,12,12,143,12,2,Area1,3
9438,C1835,2,5,359,27,24,4756,21,2,Area1,3
2688,C1840,2,5,372,12,12,1020,12,1,Area1,2
5425,C1843,3,6,419,28,25,2751,28,2,Area1,3
4500,C1846,3,6,190,6,6,323,2,2,Area1,2
3031,C1847,2,6,288,18,17,1215,18,2,Area1,1
4337,C1850,3,7,384,17,17,773,15,2,Area1,1
3750,C1860,7,11,360,12,12,1152,12,2,Area1,1
4170,C1864,4,7,438,21,21,2540,21,2,Area1,2
3704,C1866,3,7,126,16,14,948,14,1,Area1,2
11762,C1867,3,7,430,28,25,2327,17,2,Area1,1
4063,C1886,3,8,312,13,11,3082,13,2,Area1,1
5438,C1890,2,6,369,25,25,1056,25,2,Area1,3
5288,C1894,3,9,438,24,23,1900,24,2,Area1,1
2938,C1906,3,8,155,15,11,376,15,1,Area1,3
4613,C1909,2,6,439,15,15,933,15,2,Area1,3
8813,C1916,2,5,308,25,25,1674,25,2,Area1,1
2563,C1919,3,6,398,9,9,6011,9,2,Area1,1
3500,C1922,2,5,447,14,14,2447,14,2,Area1,1
3592,C1931,2,5,102,11,11,160,8,2,Area1,3
5522,C1933,2,5,334,14,11,1900,8,2,Area1,1
2999,C1936,2,5,454,12,12,2104,9,2,Area1,3
3810,C1939,7,7,431,24,20,1567,23,2,Area1,1
3029,C1943,2,4,249,12,12,149,8,2,Area1,3
6500,C1944,3,7,391,21,20,2986,18,2,Area1,1
3999,C1945,3,7,256,6,6,65,2,1,Area1,1
6250,C1949,2,9,201,12,10,519,6,2,Area1,2
6375,C1950,2,6,432,26,26,5704,26,2,Area1,1
2716,C1951,3,7,392,7,7,1880,2,2,Area1,2
8188,C1959,4,6,386,45,43,7694,45,2,Area1,3
4712,C1977,4,5,434,17,17,754,13,2,Area1,2
2625,C1979,3,23,202,9,8,483,9,2,Area1,2
2887,C1980,3,7,283,12,12,895,11,2,Area1,1
4329,C1981,2,6,367,13,12,2825,11,1,Area1,3
3625,C1984,4,8,143,21,14,378,21,1,Area1,3
3336,C1988,2,4,347,12,12,220,7,2,Area1,3
2563,C1994,3,7,383,10,10,2083,10,1,Area1,3
3938,C1995,3,7,227,11,11,2505,11,2,Area1,2
5323,C1997,6,12,309,16,17,802,10,2,Area1,1
4481,C2007,3,7,368,17,17,1082,15,2,Area1,3
3521,C2011,3,7,325,11,11,1359,11,2,Area2,1
6143,C2016,3,8,179,11,12,974,3,2,Area1,1
2813,C2017,2,7,463,15,13,1069,15,2,Area1,2
3188,C2023,2,8,231,16,16,520,16,2,Area1,1
3076,C2025,2,4,420,16,11,779,13,1,Area1,3
2625,C2026,3,7,329,10,7,629,10,2,Area1,1
2938,C2028,4,8,387,11,9,664,11,2,Area1,3
2563,C2031,3,7,365,11,11,1458,11,1,Area1,2
5731,C2033,3,6,311,23,21,2486,21,2,Area1,2
3875,C2038,3,4,457,17,17,1672,17,2,Area1,1
2500,C2040,3,5,385,8,8,1026,8,1,Area1,2
4454,C2046,2,6,409,16,15,756,14,2,Area1,3
4325,C2050,4,8,200,15,15,248,15,2,Area1,1
2500,C2052,2,7,384,13,12,891,13,2,Area1,1
4102,C2053,2,4,308,6,6,256,3,2,Area1,2
3750,C2058,3,7,355,12,10,2531,12,2,Area1,1
3000,C2059,2,4,435,14,14,2938,14,2,Area1,3
2716,C2060,2,5,366,10,10,930,10,2,Area1,1
5437,C2062,2,5,457,23,18,1864,22,1,Area1,2
2688,C2070,5,7,468,12,12,740,12,2,Area1,3
4881,C2073,3,5,454,16,16,2252,16,2,Area2,1
3313,C2076,3,7,162,8,8,1965,8,2,Area1,2
2500,C2077,2,5,147,9,9,106,9,2,Area1,2
6325,C2079,4,10,388,16,16,5493,16,2,Area2,2
4997,C2085,3,7,461,21,21,1574,21,2,Area1,2
3762,C2089,4,11,301,10,10,180,8,2,Area1,2
2750,C2096,5,6,387,16,12,6265,16,2,Area1,3
2563,C2097,4,8,465,13,13,2512,13,2,Area1,1
3000,C2098,4,6,421,9,9,741,9,2,Area1,2
3450,C2099,3,7,245,3,3,203,0,2,Area1,1
3563,C2100,2,6,338,12,11,577,12,2,Area1,2
7194,C2101,4,5,373,26,26,865,16,2,Area1,1
2863,C2108,2,5,397,14,11,1017,14,2,Area1,1
6047,C2110,3,10,335,21,18,101,18,2,Area1,2
2800,C2113,2,6,333,6,6,0,0,2,Area1,1
3937,C2118,3,7,133,22,14,333,20,1,Area1,3
4463,C2119,4,6,437,17,17,1705,17,2,Area1,3
2656,C2120,2,5,433,7,7,2209,7,2,Area1,3
3000,C2132,3,9,372,9,8,1027,9,2,Area1,3
10625,C2144,2,5,404,44,44,2483,44,2,Area1,1
3556,C2146,3,9,325,10,10,197,2,2,Area1,1
6416,C2154,3,5,465,17,17,8710,12,2,Area1,2
9875,C2157,3,5,123,28,28,2746,28,2,Area1,3
4938,C2164,3,7,359,15,15,1416,15,2,Area1,3
4250,C2167,5,8,453,20,20,1622,20,2,Area1,3
10793,C2169,2,6,366,18,18,551,0,2,Area1,2
2688,C2170,2,3,374,15,15,981,15,1,Area1,3
4001,C2182,4,15,411,17,16,1235,17,1,Area1,3
2812,C2187,2,5,351,8,7,585,4,2,Area1,3
3000,C2191,3,7,405,10,9,1689,10,2,Area1,3
6500,C2193,3,6,409,27,23,310,27,2,Area1,1
4000,C2198,4,23,432,12,12,2261,12,2,Area1,1
8525,C2199,5,6,470,45,39,4083,43,2,Area1,3
3250,C2205,3,7,428,14,13,1221,14,2,Area1,3
2625,C2208,2,7,174,12,12,419,12,2,Area1,1
11012,C2212,2,5,445,46,37,326,38,2,Area1,3
3124,C2213,2,6,339,7,7,297,1,2,Area1,1
2748,C2222,4,8,355,11,11,326,11,2,Area2,1
2656,C2226,2,6,464,8,8,5128,5,2,Area1,2
2734,C2230,5,7,461,12,13,2352,7,2,Area1,2
3501,C2232,3,8,182,15,15,903,15,2,Area1,3
7375,C2236,2,4,445,34,27,2095,34,2,Area1,1
3313,C2237,3,21,351,12,12,1197,12,2,Area1,1
4750,C2240,3,7,373,19,15,866,19,2,Area1,2
2938,C2245,4,23,405,16,14,4438,16,1,Area1,2
2625,C2248,4,12,157,9,7,800,9,2,Area1,3
3311,C2250,3,6,319,8,8,792,4,2,Area1,3
7625,C2253,4,7,414,29,29,592,29,2,Area1,1
7313,C2254,3,7,412,25,25,654,25,2,Area1,1
2887,C2258,2,6,352,18,12,1066,14,1,Area1,3
5250,C2262,3,5,209,9,9,1219,3,2,Area1,3
3544,C2267,3,8,457,21,17,1348,21,2,Area2,2
4288,C2270,3,10,440,12,12,681,12,2,Area1,1
5343,C2272,4,7,377,21,21,634,18,2,Area1,1
10125,C2273,4,9,370,29,26,7292,29,2,Area1,1
3875,C2274,3,8,347,11,11,11732,11,2,Area1,2
3506,C2278,3,7,430,16,16,2374,10,1,Area1,2
3269,C2281,3,7,258,13,10,2668,13,2,Area1,1
2626,C2283,5,7,211,14,13,2247,14,1,Area1,3
5625,C2286,3,8,214,10,10,3331,5,2,Area1,1
4219,C2290,3,9,451,24,20,1502,24,2,Area1,3
3313,C2291,3,6,472,17,14,2502,17,1,Area1,1
6000,C2292,4,9,369,24,24,589,24,2,Area1,3
4837,C2293,4,6,129,15,17,1938,13,2,Area1,1
3313,C2300,2,5,176,25,17,2039,25,1,Area1,2
5751,C2302,4,8,417,36,28,2672,36,1,Area1,2
2813,C2303,3,8,122,13,13,1867,13,2,Area1,2
5313,C2305,3,5,239,50,28,606,50,2,Area1,2
8280,C2308,4,22,365,38,38,2342,24,2,Area1,1
2625,C2309,2,5,433,19,15,108,19,2,Area1,1
11992,C2314,3,7,377,42,43,2453,37,2,Area1,3
2938,C2317,4,8,429,13,11,1247,13,1,Area1,3
3938,C2321,3,6,419,11,11,2357,11,2,Area1,2
4875,C2323,3,8,196,10,9,1020,6,1,Area1,3
2844,C2324,3,5,399,11,11,2057,11,2,Area1,3
3875,C2328,4,7,209,11,11,821,11,2,Area1,1
4523,C2334,2,4,250,20,20,192,19,2,Area1,3
3500,C2337,3,5,405,17,17,666,17,2,Area1,3
2625,C2341,5,8,373,14,10,607,14,2,Area1,2
6386,C2344,3,8,331,13,12,1168,5,2,Area1,3
5750,C2348,2,6,309,27,27,787,27,2,Area1,3
3125,C2351,4,13,381,11,10,6297,11,2,Area1,1
2813,C2353,4,5,412,14,11,1714,14,1,Area1,3
5938,C2354,4,12,470,27,27,725,27,2,Area1,3
2625,C2364,4,8,340,14,14,462,14,1,Area1,3
7592,C2365,4,5,372,13,13,37,4,2,Area1,3
2875,C2369,3,7,375,10,10,118,10,2,Area1,3
5000,C2372,3,9,324,21,21,436,21,2,Area1,1
3313,C2376,3,9,415,21,16,1486,21,1,Area1,1
3625,C2382,4,6,458,15,15,450,15,2,Area1,3
4593,C2388,2,5,377,24,16,175,19,2,Area1,3
3625,C2389,3,9,391,15,15,1644,13,2,Area1,1
4467,C2396,2,5,323,13,13,1327,5,2,Area1,3
2562,C2406,3,6,453,8,8,3118,7,1,Area1,2
3908,C2408,3,7,362,12,12,1210,5,2,Area1,1
4125,C2409,3,7,386,19,19,356,19,2,Area1,1
2719,C2413,4,8,240,18,13,1504,18,2,Area1,2
15938,C2417,5,10,367,84,69,3605,84,2,Area1,3
13026,C2420,2,6,425,28,29,2542,15,2,Area1,1
5625,C2423,3,9,430,43,32,2188,43,2,Area1,1
13344,C2429,4,6,310,14,15,1338,0,2,Area1,3
2500,C2432,4,21,367,17,13,212,17,2,Area1,3
2685,C2437,2,6,118,11,11,32,7,2,Area1,3
5375,C2448,3,8,321,26,19,1670,26,2,Area1,1
2675,C2450,2,9,295,14,11,210,14,2,Area1,3
3876,C2451,3,4,394,26,19,1574,26,2,Area1,1
2687,C2455,6,19,379,13,10,497,10,1,Area1,3
2992,C2456,3,7,365,15,12,630,10,1,Area1,1
4250,C2461,4,9,456,7,8,134,6,2,Area1,2
3494,C2464,3,8,238,12,11,553,12,2,Area1,1
7375,C2476,2,5,404,25,25,2407,25,2,Area1,2
4563,C2478,3,7,329,12,12,1040,12,2,Area1,1
2625,C2481,5,9,439,9,9,1135,9,2,Area1,3
3272,C2486,7,6,424,12,12,531,9,1,Area1,3
2688,C2492,2,6,368,7,7,503,7,2,Area1,2
4687,C2496,4,11,392,16,16,1593,15,2,Area1,2
9223,C2499,3,9,442,36,30,1716,28,1,Area1,2
3250,C2503,3,9,378,14,9,616,14,2,Area1,2
3782,C2505,3,5,399,17,17,1207,17,2,Area1,1
7108,C2507,3,4,412,16,17,886,9,2,Area1,1
3499,C2513,4,9,354,11,11,1797,7,2,Area1,3
4000,C2515,2,8,102,14,14,331,14,2,Area1,3
7700,C2519,3,8,282,14,14,1263,4,1,Area1,2
3575,C2521,3,7,343,9,9,1618,7,2,Area1,3
4750,C2524,4,6,439,20,20,476,20,2,Area1,1
2550,C2526,2,7,309,8,8,511,2,2,Area1,2
2688,C2527,2,5,343,13,10,783,13,2,Area1,1
3612,C2529,3,6,275,11,11,80,10,2,Area1,3
2750,C2530,3,6,414,16,14,4125,16,1,Area1,3
3188,C2532,6,12,260,12,12,2136,12,2,Area1,2
3875,C2534,5,22,433,32,21,3811,30,2,Area1,2
7375,C2536,4,6,222,25,25,1603,25,2,Area1,2
8500,C2537,2,6,318,33,33,1668,32,2,Area1,1
3262,C2538,2,7,109,12,11,126,9,1,Area1,2
2625,C2539,3,6,471,8,8,6740,8,2,Area1,3
6813,C2540,2,8,357,17,17,307,17,2,Area1,2
2563,C2542,2,4,366,19,14,1479,19,1,Area1,2
3399,C2543,3,8,400,12,12,4519,9,2,Area1,2
6594,C2545,4,14,327,21,21,569,21,2,Area1,3
3313,C2551,4,10,410,23,19,3690,23,2,Area1,3
3375,C2553,2,5,361,10,10,918,10,2,Area1,3
6438,C2557,4,7,289,13,12,312,3,2,Area1,3
4967,C2563,3,6,372,28,20,1263,25,2,Area1,2
3938,C2566,3,5,409,14,13,1731,14,2,Area1,1
5396,C2572,2,6,334,12,12,51,1,2,Area1,3
2700,C2583,4,10,341,12,12,641,10,2,Area1,2
5125,C2584,2,4,392,6,6,68,5,2,Area1,1
3113,C2590,4,8,308,14,14,236,14,2,Area1,3
3007,C2592,5,7,130,11,12,0,6,2,Area1,2
3375,C2593,3,6,353,3,3,412,1,2,Area1,1
5749,C2594,3,7,418,22,24,2089,20,2,Area1,3
2663,C2598,2,8,384,10,8,1080,10,2,Area1,1
2688,C2599,2,7,206,8,8,431,8,2,Area1,1
4750,C2608,3,8,349,21,19,1999,21,2,Area1,3
2750,C2609,3,8,447,20,13,374,20,1,Area1,2
3125,C2610,2,4,208,16,16,955,16,2,Area1,2
4699,C2612,3,6,362,6,6,352,0,2,Area1,2
3481,C2622,3,7,463,17,17,6378,17,2,Area1,3
11460,C2627,4,9,457,46,46,1628,39,2,Area1,2
4418,C2628,2,6,255,7,7,284,2,2,Area1,1
6375,C2629,3,5,355,15,15,385,9,2,Area1,3
4688,C2631,3,5,387,20,20,10169,20,2,Area1,1
3188,C2634,2,6,256,12,12,494,12,2,Area1,3
6250,C2640,5,11,377,23,22,6172,23,2,Area1,2
4688,C2642,4,10,432,24,20,1413,24,2,Area1,1
4188,C2643,4,13,381,15,14,629,15,2,Area1,1
3919,C2646,3,5,368,18,15,1179,12,1,Area1,2
2906,C2648,3,9,378,11,11,1363,11,2,Area1,2
3688,C2653,3,7,374,13,13,637,10,2,Area1,2
3188,C2655,4,10,332,18,15,579,18,1,Area1,1
4626,C2659,4,6,183,25,25,3269,25,2,Area1,3
3560,C2676,3,6,375,9,9,1667,3,2,Area1,3
5587,C2681,3,7,335,17,19,1082,15,2,Area1,3
3501,C2683,3,7,393,15,14,3765,15,1,Area1,1
8616,C2692,3,7,267,20,20,394,9,2,Area1,1
2749,C2693,3,8,350,11,11,154,10,2,Area1,3
6188,C2695,3,8,427,29,29,1109,29,2,Area1,2
3250,C2696,2,6,295,14,14,734,14,2,Area1,3
3076,C2697,2,9,329,12,12,1659,10,2,Area1,2
5823,C2700,4,8,338,8,8,478,2,2,Area1,2
3500,C2701,6,13,372,3,4,49,2,2,Area1,2
8121,C2703,4,22,428,24,25,5721,6,2,Area1,1
3125,C2712,2,7,286,16,12,275,16,1,Area1,3
4313,C2713,2,8,434,13,13,1149,13,2,Area1,1
