Amount,PersonID,FamilySize,Distance,Duration,DirectVisits,OnlineVisits,Quantity,NumberofFrequentItems,TransactionMode,Area,Occupation
3125,C3337,4,10,130,9,9,972,9,2,Area1,3
5000,C3341,3,12,108,13,13,143,13,2,Area1,3
3439,C3345,3,7,217,21,21,6995,21,1,Area1,3
3875,C3346,3,6,145,13,13,238,13,2,Area1,2
2875,C3351,5,12,437,11,11,729,11,2,Area1,1
2813,C3354,2,8,341,14,13,319,14,1,Area1,3
6750,C3358,2,6,433,26,26,1810,26,2,Area1,1
3000,C3359,3,7,116,12,12,980,12,2,Area1,2
9469,C3365,2,18,366,32,29,3067,32,2,Area1,2
3075,C3370,3,5,294,15,11,7022,10,2,Area1,2
8500,C3373,4,8,376,16,15,996,14,2,Area1,3
2688,C3377,3,4,215,15,12,572,15,2,Area1,2
2563,C3381,3,6,422,18,14,1380,18,2,Area1,3
2625,C3384,2,4,430,14,14,1130,14,2,Area1,3
2750,C3388,3,3,231,12,12,201,12,2,Area1,1
2938,C3390,3,7,402,11,11,410,11,2,Area1,3
2938,C3394,3,6,465,12,12,2763,12,2,Area1,2
2875,C3395,3,5,294,12,12,1523,12,2,Area1,1
7204,C3404,2,6,341,44,32,582,42,2,Area1,3
9502,C3414,3,6,358,18,18,217,2,2,Area1,3
3000,C3415,2,5,159,11,11,178,11,2,Area1,1
5312,C3416,4,11,392,7,7,1784,3,2,Area1,3
2938,C3417,3,7,223,8,8,481,8,2,Area1,2
2688,C3423,5,10,307,13,13,665,13,2,Area1,1
4124,C3428,4,9,369,33,19,3121,30,1,Area1,2
2788,C3429,2,5,421,12,12,936,10,2,Area1,3
3375,C3439,3,6,259,10,10,155,10,2,Area1,1
3601,C3443,3,5,327,11,11,404,11,2,Area2,3
5199,C3445,3,7,211,7,7,913,1,2,Area1,2
3375,C3449,4,4,435,15,15,44,15,2,Area1,2
2563,C3458,2,8,172,8,8,443,8,2,Area1,1
3750,C3468,3,5,290,9,9,535,9,2,Area1,1
2813,C3475,3,8,112,14,13,91,14,1,Area1,3
3281,C3478,6,10,419,14,14,1438,13,2,Area1,1
3500,C3490,3,10,258,10,10,1545,10,2,Area1,2
3375,C3495,3,7,230,17,11,54,17,2,Area1,3
2500,C3498,2,5,432,14,14,123,14,2,Area1,2
2625,C3508,2,4,442,15,12,821,15,2,Area1,1
3253,C3509,3,8,470,8,8,279,0,2,Area1,3
2750,C3510,3,8,390,13,13,1009,13,2,Area1,1
2875,C3511,2,6,294,12,8,224,12,2,Area1,1
5575,C3515,2,6,447,20,20,1767,20,2,Area1,1
2500,C3529,3,5,450,6,6,1676,6,2,Area1,3
2817,C3530,4,6,366,7,7,541,0,2,Area1,3
3500,C3531,3,5,452,25,16,175,23,2,Area1,2
3636,C3534,4,20,189,9,9,399,2,2,Area1,3
2750,C3535,4,11,440,12,11,167,12,1,Area1,3
4812,C3536,4,9,371,7,7,575,6,2,Area1,2
2700,C3537,2,5,207,9,9,718,9,2,Area1,2
2938,C3543,2,7,186,10,10,241,10,2,Area1,2
4938,C3547,5,10,428,16,16,3207,16,2,Area1,1
3813,C3548,3,5,212,13,12,1421,13,2,Area1,3
4170,C3551,2,5,369,5,5,87,0,2,Area1,1
4469,C3555,2,6,366,22,22,1736,20,1,Area1,1
3800,C3556,3,10,385,16,14,1224,12,1,Area1,2
5188,C3559,2,5,392,22,22,1824,22,2,Area1,1
4000,C3561,3,9,324,12,12,794,12,2,Area1,2
3376,C3563,2,6,315,14,14,1960,14,2,Area1,2
2688,C3564,3,9,331,10,9,981,10,2,Area1,3
2500,C3568,6,11,225,11,11,2308,11,2,Area1,1
3000,C3574,3,9,109,9,9,4314,9,2,Area1,3
2750,C3578,4,9,400,12,12,396,12,2,Area1,1
2938,C3580,4,6,439,21,20,7370,21,2,Area1,3
3063,C3584,3,7,315,16,12,3528,16,2,Area1,3
3563,C3590,4,13,445,12,11,554,12,2,Area1,3
3000,C3591,3,9,327,18,13,792,18,2,Area1,2
4637,C3594,2,7,339,8,8,15,0,2,Area1,2
4865,C3596,3,5,206,15,15,1671,0,2,Area1,2
2688,C3598,3,10,334,6,6,205,6,2,Area1,2
4675,C3602,3,8,408,13,11,860,13,2,Area1,2
4125,C3610,3,8,449,37,21,2941,37,2,Area1,1
2531,C3614,3,9,456,11,11,321,9,2,Area1,2
7250,C3616,3,8,391,14,12,2977,9,2,Area1,2
3199,C3618,4,9,341,4,4,0,0,2,Area1,1
3688,C3620,3,6,367,14,14,1880,14,2,Area1,2
5029,C3624,2,7,172,11,11,1378,2,2,Area1,3
2655,C3629,2,7,337,8,7,3015,4,2,Area1,2
6500,C3632,2,6,287,23,18,882,23,2,Area1,3
2563,C3637,4,8,351,18,15,1625,18,1,Area1,1
2750,C3647,2,6,207,7,7,522,7,2,Area1,2
2626,C3649,4,8,416,15,15,1243,15,1,Area1,2
2563,C3651,3,10,365,16,16,604,16,2,Area1,1
2875,C3652,3,6,141,16,14,662,16,1,Area1,3
3563,C3660,3,6,421,14,11,143,14,1,Area1,3
4438,C3663,4,8,392,25,17,1512,25,2,Area1,2
6063,C3677,3,8,184,20,20,703,20,2,Area1,3
4225,C3678,6,20,428,17,17,547,17,2,Area1,1
5387,C3680,3,8,454,7,7,166,2,2,Area1,3
3875,C3682,2,5,367,17,17,5491,17,2,Area1,3
6881,C3684,3,7,463,20,20,3488,13,1,Area1,2
2813,C3686,3,8,408,10,8,2227,10,2,Area1,1
5376,C3693,3,8,419,32,31,4166,32,2,Area1,2
3250,C3699,3,7,380,17,16,1558,17,1,Area1,3
3531,C3700,2,6,392,10,9,4208,10,1,Area1,1
4187,C3701,2,5,335,15,13,595,11,2,Area1,2
2813,C3717,3,10,323,20,13,225,20,1,Area1,3
7296,C3718,3,5,429,23,24,12372,3,1,Area1,1
3618,C3719,2,6,378,13,13,602,13,2,Area2,1
3625,C3720,5,8,427,16,15,3374,16,1,Area1,3
3500,C3725,3,6,386,20,14,1267,20,1,Area1,1
6025,C3728,7,23,436,25,21,1898,23,2,Area1,2
2500,C3729,2,5,366,9,9,945,9,2,Area1,3
6938,C3735,4,10,327,18,18,1353,18,2,Area1,2
2625,C3742,3,9,351,9,9,331,9,2,Area1,1
5938,C3746,3,5,443,33,30,5827,33,2,Area1,3
2813,C3747,3,8,379,6,6,1274,6,2,Area1,2
4500,C3754,4,8,433,25,19,1214,25,2,Area1,3
7688,C3763,3,7,347,35,32,1274,35,2,Area1,3
2950,C3767,5,10,277,21,14,1907,21,2,Area1,2
3000,C3773,3,7,368,7,7,82,7,2,Area1,3
3750,C3776,5,5,467,15,15,1335,15,2,Area1,3
3625,C3777,4,8,374,11,11,3121,11,2,Area1,2
2750,C3778,2,5,322,10,10,1287,10,2,Area1,2
4625,C3785,2,6,345,25,20,1330,25,2,Area1,3
4438,C3788,5,6,403,23,25,8423,22,1,Area1,1
2988,C3800,3,9,152,11,11,195,6,2,Area1,2
7375,C3801,3,5,454,32,27,2310,32,2,Area1,3
6839,C3804,4,7,368,23,23,4705,18,2,Area1,2
4875,C3806,2,6,143,8,8,611,2,2,Area1,3
4012,C3808,2,5,455,14,15,5925,10,2,Area1,2
2964,C3814,2,6,329,16,12,520,14,1,Area1,3
3100,C3820,2,4,201,13,13,170,11,2,Area1,3
5563,C3821,3,9,460,27,21,3159,27,2,Area1,3
3260,C3828,3,7,187,9,9,56,4,2,Area1,3
2813,C3831,3,7,152,9,9,819,9,2,Area1,1
3063,C3834,3,8,321,12,10,4295,12,2,Area1,1
4062,C3837,3,9,471,11,12,2029,10,2,Area1,2
4374,C3845,3,6,367,18,16,6743,15,2,Area1,3
4313,C3847,4,7,200,9,9,1713,9,2,Area1,3
6730,C3860,2,6,469,26,22,0,17,2,Area1,1
4125,C3866,3,6,440,14,13,1750,14,2,Area1,1
2813,C3869,3,7,302,14,14,562,14,2,Area1,2
2575,C3872,3,5,288,14,14,761,14,2,Area1,3
3262,C3873,2,6,367,17,17,1745,15,2,Area1,3
2625,C3876,2,4,169,9,9,220,9,2,Area1,1
3625,C3877,3,7,345,12,10,1747,12,2,Area1,1
4563,C3880,4,9,440,18,18,910,18,2,Area1,1
4813,C3881,3,5,415,24,23,2152,24,2,Area1,1
3063,C3882,4,8,395,11,11,2261,11,2,Area1,1
6500,C3884,4,14,349,37,28,313,37,2,Area1,3
3313,C3887,3,7,177,14,14,318,14,2,Area1,2
2938,C3891,3,7,398,14,12,1204,14,2,Area1,1
3563,C3895,4,7,379,18,18,2005,18,2,Area1,1
5031,C3897,2,4,384,22,19,840,18,1,Area1,2
3013,C3901,2,5,320,19,18,1347,19,2,Area1,1
6563,C3904,2,16,403,33,27,3481,33,2,Area1,3
3693,C3920,5,7,426,15,15,1122,9,1,Area1,2
2710,C3928,2,7,169,12,10,772,10,2,Area1,2
5626,C3937,7,5,395,15,15,258,9,2,Area1,2
3125,C3941,4,6,373,16,16,1950,16,2,Area1,2
6063,C3942,3,6,238,18,16,905,18,2,Area1,2
2879,C3943,2,7,366,9,8,420,5,2,Area1,1
7750,C3948,2,5,366,43,28,257,43,2,Area1,3
3453,C3957,2,5,326,10,10,530,4,1,Area1,3
3063,C3971,2,6,436,10,10,556,10,2,Area1,2
3063,C3974,3,6,257,19,14,1629,19,1,Area1,2
7183,C3977,4,11,211,23,23,2492,16,2,Area1,3
2625,C3984,3,6,355,6,6,5718,6,2,Area1,1
4688,C3992,2,10,222,13,13,2045,13,2,Area1,2
2875,C3993,3,6,274,13,13,308,13,2,Area1,3
2650,C4004,3,9,422,12,12,1022,12,2,Area1,2
2625,C4011,3,5,331,17,14,523,17,2,Area1,1
10061,C4012,3,5,461,12,13,2557,5,2,Area1,1
2512,C4018,3,5,322,10,10,86,8,2,Area1,1
4125,C4019,3,7,439,23,16,772,23,2,Area1,2
3813,C4026,2,6,379,25,21,2803,25,2,Area1,1
2500,C4031,10,11,410,6,6,1029,6,2,Area1,1
2563,C4034,3,7,367,15,15,749,15,2,Area1,2
2813,C4037,3,3,417,14,14,1835,14,2,Area1,1
3438,C4041,3,6,410,21,18,5004,21,1,Area1,1
3625,C4048,3,6,321,13,13,114,13,2,Area1,3
3313,C4051,4,14,438,13,13,906,13,2,Area1,3
10124,C4061,3,5,379,21,22,228,16,2,Area1,3
5063,C4071,4,7,467,20,18,6381,20,1,Area1,2
7422,C4076,4,7,238,33,25,477,29,2,Area1,3
3313,C4077,2,5,453,11,10,3412,11,2,Area1,3
3250,C4081,3,6,324,13,13,408,13,2,Area1,2
5250,C4084,4,8,346,18,18,3274,17,2,Area1,3
2875,C4086,3,5,390,11,11,714,9,2,Area1,1
4250,C4089,3,7,281,17,17,853,17,2,Area1,3
2938,C4096,2,5,437,12,12,3955,12,2,Area1,3
4683,C4098,4,14,272,9,9,570,3,2,Area1,1
3900,C4102,3,9,308,19,19,256,19,2,Area1,2
4512,C4104,4,5,387,11,11,1852,9,2,Area1,3
2518,C4105,3,5,365,6,6,472,1,2,Area1,2
4250,C4108,3,5,457,14,14,60,14,2,Area1,1
2563,C4116,3,8,174,6,6,1419,6,2,Area1,1
4011,C4124,2,5,260,16,16,508,11,2,Area1,2
3708,C4126,2,5,428,11,11,1651,3,2,Area1,3
3125,C4130,2,5,392,13,13,3092,13,2,Area1,2
3700,C4132,3,5,330,16,14,810,13,2,Area1,2
3188,C4133,5,8,355,16,16,3273,16,1,Area1,1
5874,C4140,6,10,452,18,18,2372,18,2,Area2,2
3438,C4150,3,8,381,21,11,384,21,1,Area1,2
3250,C4154,3,5,465,12,12,2403,12,2,Area1,1
5197,C4160,3,7,195,19,19,1042,19,2,Area2,1
8949,C4171,3,7,384,33,33,2314,29,2,Area1,2
2619,C4173,2,6,233,14,14,313,14,2,Area1,3
4500,C4175,3,7,223,6,6,200,2,2,Area1,2
3438,C4180,2,7,303,11,11,97,11,2,Area1,3
3250,C4182,3,4,182,25,15,206,25,1,Area1,3
6126,C4183,3,12,433,23,23,1333,23,2,Area1,1
3338,C4191,4,12,294,17,17,2292,17,2,Area1,2
3094,C4192,2,6,370,7,7,1148,6,2,Area1,3
2750,C4198,2,5,451,19,17,2012,17,2,Area1,2
3875,C4202,3,5,252,16,13,855,16,1,Area1,1
2625,C4204,3,6,126,13,13,727,13,2,Area1,1
2563,C4206,3,7,440,6,6,1836,6,2,Area1,1
4000,C4209,3,8,283,8,8,1738,6,2,Area1,2
5338,C4212,2,7,412,20,20,917,20,2,Area1,1
3719,C4215,4,12,456,30,20,771,30,1,Area1,3
2938,C4218,3,6,308,10,9,1253,10,2,Area1,2
3105,C4219,2,5,333,11,11,152,7,2,Area1,1
2938,C4220,3,17,464,11,11,472,11,2,Area1,3
4750,C4227,2,6,362,15,11,78,13,2,Area1,1
5023,C4228,5,13,374,18,18,2880,9,2,Area1,2
2941,C4229,3,8,285,8,8,133,8,2,Area2,1
2625,C4236,3,6,380,14,10,6341,14,2,Area1,1
7037,C4237,3,6,410,23,22,3719,19,2,Area1,1
2625,C4241,2,6,378,16,13,146,16,1,Area1,2
2625,C4242,3,10,367,9,9,894,9,2,Area1,3
2500,C4247,3,6,363,10,10,974,10,2,Area1,3
4751,C4251,3,6,361,29,26,958,29,2,Area1,3
4563,C4255,3,5,422,21,21,507,21,2,Area1,3
5562,C4262,2,7,457,12,12,5466,12,2,Area1,1
4882,C4267,3,6,334,23,20,9214,23,2,Area1,1
2938,C4274,4,6,286,15,15,1327,15,2,Area1,1
3125,C4281,4,20,346,17,13,1206,17,1,Area1,3
11542,C4284,3,6,358,32,32,528,14,2,Area1,1
2625,C4289,3,6,417,11,11,12263,11,2,Area1,1
2688,C4292,2,6,220,7,7,37,7,2,Area1,3
2750,C4294,6,7,442,19,13,1607,19,2,Area1,2
4388,C4301,3,8,313,15,15,952,10,2,Area1,3
6532,C4303,3,7,424,32,29,5933,29,2,Area1,3
3313,C4305,3,6,365,16,16,827,16,2,Area1,1
